id,Summary,Status,Type,Priority,Milestone,Component
12054,"Normalize newline of wiki text to CRLF on initenv, saving wiki and fetching wiki",new,defect,normal,next-stable-1.4.x,wiki system
12066,contrib/checkwiki.py doesn't work in quoting blocks and wiki processors,new,defect,normal,next-stable-1.4.x,general
12077,Ticket workflow should support negated permissions,new,enhancement,normal,next-major-releases,ticket system
12097,Add a script to contrib for converting MySQL storage engine,new,enhancement,normal,next-stable-1.4.x,database backend
12100,last_visit should update each time the user logs in,new,enhancement,normal,,general
12119,Options not written to trac.ini when --inherit option used,new,enhancement,normal,next-major-releases,database backend
12121,Subversion copies could show peg revision in browser view,new,defect,normal,next-major-releases,version control/browser
12123,progress says 100% but it's not finished!,new,defect,normal,next-stable-1.4.x,ticket system
12143,mysql + InnoDB + auth_cookie == Bad.,new,defect,normal,,database backend
12153,"""< default >"" is incorrectly removed from title in timeline rss",new,defect,normal,next-stable-1.4.x,timeline
12156,Ticket query renderer extension point,new,enhancement,normal,,query system
12161,Add a Revision Log macro,new,enhancement,normal,next-dev-1.7.x,version control
12162,Edit comment should be AJAX or standalone edit screen,new,enhancement,normal,next-major-releases,ticket system
12165,List users included and excluded from notification,new,enhancement,normal,next-major-releases,notification
12188,Suggest / autocomplete keywords in ticket properties,new,enhancement,normal,,ticket system
12210,Show username and email in tooltip when hovering over a full name,new,enhancement,normal,next-major-releases,general
12212,Order timeline filters alphabetically by label,new,enhancement,normal,next-major-releases,timeline
12214,Description lists are unescapable,new,defect,normal,next-stable-1.4.x,wiki system
12243,Consider adding an EditorConfig file,new,enhancement,normal,unscheduled,general
12257,Add single-sign-on authentication as an optional component,new,enhancement,normal,next-major-releases,web frontend
12261,Named reports,new,enhancement,normal,unscheduled,report system
12262,CSS rules for wiki controls can conflict with wiki content,new,defect,normal,,wiki system
12345,Conflicting form cookies on simultaneous first requests with same browser,new,defect,normal,,general
12363,Support ucs2/utf16/utf32 charset and utf16_bin/utf32_bin collation in MySQL,new,enhancement,normal,next-stable-1.4.x,database backend
12388,Help text output from TracAdmin should be wrapped,new,defect,normal,next-major-releases,admin/console
12390,Attachment table primary key not unique when migrating from SQLite to MySQL,new,defect,normal,next-major-releases,attachment
12406,Standardize nomenclature/options for cached repository,new,enhancement,normal,1.7.1,version control
12422,Highlight specified changesets in Revision Log,new,enhancement,normal,,version control/log view
12427,Firefox does not scroll to the proper comment heading,new,defect,normal,next-stable-1.4.x,web frontend
12442,Support per-repository authz_file,new,enhancement,normal,next-major-releases,version control
12449,Batch modify should block tickets when selecting unavailable action for the tickets,new,defect,normal,next-stable-1.4.x,ticket system
12453,branch/tag/bookmark name should be decoded as utf-8,new,defect,normal,,plugin/mercurial
12457,Some options not written to trac.ini when AccountManagerPlugin is installed,new,defect,normal,,general
12458,"TypeError: coercing to Unicode: need string or buffer, NoneType found",new,defect,normal,next-stable-1.4.x,ticket system
12460,Environment.shutdown() drops all connections for both self and other environments in connection pool,new,defect,normal,next-stable-1.4.x,database backend
12461,Move svn_authz or rename to authz_policy,new,enhancement,normal,,version control
12484,GitErrorSha is raised from /diff page when the git repository is empty,new,defect,normal,next-stable-1.4.x,version control/changeset view
12485,Add an ITicketCommentProvider interface,new,enhancement,normal,next-major-releases,ticket system
12495,RuntimeError: maximum recursion depth exceeded if [inherit] file option refers itself or circularly refers,new,defect,normal,next-stable-1.4.x,general
12512,Support relative path in ImageMacro when rendering wiki page in repository browser,new,enhancement,normal,,wiki system
12549,Provide option for blame to use merged history,new,enhancement,normal,next-major-releases,version control
12567,Image macro should support protocol-relative URLs,new,enhancement,normal,next-dev-1.7.x,wiki system
12570,Create a deprecated function decorator,new,enhancement,normal,next-major-releases,general
12572,Add a download link to patch/diff renderer,new,enhancement,normal,next-major-releases,wiki system
12575,Please improve documentation at TracNotification#Customizingthee-mailcontent,new,enhancement,normal,next-stable-1.4.x,notification
12587,"""time_end"" and ""changetime_end"" custom fields conflict with text field for end of time and changetime in query filter",new,defect,normal,next-stable-1.4.x,query system
12595,TracAdmin should label invalid permissions,new,enhancement,normal,next-major-releases,admin/console
12596,AuthzPolicy should recursively expand groups,new,enhancement,normal,next-major-releases,general
12598,Allow preference panel to be hidden from anonymous users,new,enhancement,normal,,general
12646,Add group toggle functionality to timeline filters,new,defect,normal,next-dev-1.7.x,timeline
12648,ValueError: invalid literal for int() with base 10: '700/',new,defect,normal,,attachment
12662,"TicketQuery macro, add title and select parameter for table format",new,enhancement,normal,next-major-releases,query system
12678,InterTrac link fails to link to a heading,new,defect,normal,next-stable-1.4.x,wiki system
12679,"Add ""View blame prior to this change"" link to blame view",new,enhancement,normal,next-major-releases,version control/browser
12685,"Add action menu for creating, deleting and modifying resources or parts thereof",new,enhancement,normal,next-major-releases,general
12687,Provide additional hints when trac-admin repository commands are not provided a valid repository name,new,defect,normal,next-major-releases,version control
12692,ExtensionOption raises exception when Component not enabled,new,defect,normal,,general
12714,TypeError is raised when passing value to time field via query string of /newticket,new,defect,normal,next-stable-1.4.x,ticket system
12717,Paginated attachment index,new,enhancement,normal,next-major-releases,attachment
12733,Inconsistent linking for bold-formatted CamelCase words,new,defect,normal,next-stable-1.4.x,wiki system
12741,Make WikiProcessors foldable,new,enhancement,normal,next-major-releases,wiki system
12742,"Invalid log link does not render with ""missing"" class",new,defect,normal,next-stable-1.4.x,version control
12743,Closed milestones always shown on batch modify form,new,defect,normal,next-stable-1.4.x,ticket system
12745,Changeset view with single revision which has many files is so slow,new,enhancement,normal,next-stable-1.4.x,version control/changeset view
12746,Add keyboard shortcut for blame from file view,new,enhancement,normal,next-major-releases,version control/browser
12755,Some options on about page incorrectly showing as modified,new,defect,normal,next-stable-1.4.x,general
12756,Pseudo anchors should allow whitespace and special characters,new,defect,normal,next-stable-1.4.x,wiki system
12780,Save wiki expander state,new,enhancement,normal,next-major-releases,wiki system
12786,Allow custom queries to be saved without granting REPORT_CREATE,new,enhancement,normal,next-major-releases,report system
12792,"Configuration parsing in svn_authz module ignores user ""rem"" as a comment",new,defect,normal,next-stable-1.4.x,general
12809,Add set_owner_default attribute to specify default value of set_owner in ticket-workflow,new,enhancement,normal,next-stable-1.4.x,ticket system
12810,Add a TicketReport macro,new,enhancement,normal,next-major-releases,report system
12825,OverflowError is raised from to_datetime(),new,defect,normal,next-stable-1.4.x,timeline
12828,"Add a ""wiki set"" trac-admin command",new,enhancement,normal,next-major-releases,wiki system
12844,Log TracLinks don't work as documented,new,defect,normal,next-stable-1.4.x,version control
12848,Add an ifnull function to database connection classes,new,enhancement,normal,next-major-releases,database backend
12854,"""rows"" can be used as custom field but rows=... condition in query doesn't work",new,defect,normal,next-major-releases,ticket system
12893,Empty time values should be stored as NULL,new,defect,normal,next-dev-1.7.x,general
12898,Add interface for changes on cached repository,new,enhancement,normal,next-dev-1.7.x,version control
12900,Hierarchy-specific PageTemplates,new,enhancement,normal,next-major-releases,wiki system
12903,Should catch KeyboardInterrupt when initenv is invoked via command line,new,defect,normal,next-stable-1.4.x,admin/console
12907,Avoid duplicate references by commit_updater,new,enhancement,normal,,ticket system
12909,Adding Ticket.select to bulk fetch records,new,enhancement,normal,next-stable-1.4.x,ticket system
12912,AuthzPolicy fine permissions for timeline and search,new,defect,normal,next-dev-1.7.x,general
12922,AuthzSourcePolicy doesn't deny viewing changeset on restricted path,new,defect,normal,next-stable-1.4.x,version control
12925,Admin pages should add warnings rather than raising TracErrors,new,enhancement,normal,1.7.1,admin/web
12928,Pass author to wiki_page_deleted and wiki_page_version_deleted,new,defect,normal,next-dev-1.7.x,wiki system
12959,Blame links to trunk version of code,new,defect,normal,,general
12969,query paging problem when num_items <= max and page > 1,new,defect,normal,next-stable-1.4.x,query system
12997,"Sending email on ticket attachments with ""Replace existing attachment of the same name""",new,defect,normal,next-stable-1.4.x,notification
12999,Render closed milestones in ticket query strike-through,new,enhancement,normal,next-stable-1.4.x,query system
13011,Fixup whitespace on repository admin pages when saving changes,new,defect,normal,next-stable-1.4.x,admin/web
13012,Allow direct docutils configuration,new,enhancement,normal,1.7.1,wiki system
13014,Deprecate and remove IPermissionStore.get_users_with_permission,new,enhancement,normal,next-dev-1.7.x,general
13019,Make dropdowns searchable / filterable,reopened,enhancement,normal,next-major-releases,web frontend
13022,Reports can't be used with some realms,new,defect,normal,next-major-releases,report system
13029,Attachment notifications despite Never notify: I update a ticket,new,defect,normal,next-dev-1.7.x,attachment
13033,Colored test output,new,enhancement,normal,,general
13050,Quickjump dropdown overflows due to Mercurial tags,new,defect,normal,plugin - mercurial,plugin/mercurial
13051,The initenv process of trac-admin requires more than just 'psycopg2' and 'trac',reopened,defect,normal,,general
13080,Add [trac] mysql_storage_engine option instead of editting my.cnf,new,enhancement,normal,next-dev-1.7.x,database backend
13081,IWikiMacroProvider.is_inline should take macro name as argument,new,defect,normal,next-dev-1.7.x,general
13083,Unified diff with contextall,new,enhancement,normal,undecided,version control/changeset view
13089,"Custom query: filter by ""component starts with...""",new,enhancement,normal,,query system
13092,Unified diff of changeset sometimes include wrong changes?,new,defect,normal,plugin - mercurial,plugin/mercurial
13104,TracAdmin hotcopy fails with InnoDB backend,new,defect,normal,next-stable-1.4.x,general
13169,GitNode.get_content() read entire of a file into memory even if it is huge,new,defect,normal,next-stable-1.4.x,plugin/git
13175,Add video renderer in Trac core,new,enhancement,normal,next-stable-1.4.x,rendering
13185,Keywords: remove duplicates and fixup separators,new,enhancement,normal,next-dev-1.7.x,ticket system
13187,Text after diff block is not rendered,new,defect,normal,topic-wikiengine,wiki system
13197,Redundant escaping exception messages from INavigationContributor components,new,defect,normal,next-stable-1.4.x,rendering
13201,URL parameter defaults for milestone forms,new,enhancement,normal,next-major-releases,general
13206,Add ICustomFieldTypeProvider interface,new,enhancement,normal,next-dev-1.7.x,ticket system
13208,Add methods or property that formats default value for NotificationSystem.smtp_subject_prefix,new,enhancement,normal,next-dev-1.7.x,notification
13215,Adding a repository does NOT trim trailing blanks,new,defect,normal,1.7.1,version control
13222,Add conditions for ticket-custom format date,new,defect,normal,,general
13226,Hard to find buttons of each report due to the border removed,new,defect,normal,next-stable-1.4.x,report system
13231,Egg files without SOURCES.txt not displayed correctly on plugin admin page,new,defect,normal,1.6.1,general
13235,Comment textarea doesn't get focus on loading when replying using Firefox and Edge,new,defect,normal,next-stable-1.4.x,rendering
13270,Default value column doesn't wrap on TracIni page,new,defect,normal,1.6.1,general
13273,"Add a ""trac-admin session rename"" command",new,enhancement,normal,1.7.1,admin/console
13277,Add a macro for rendering code from the repository,new,enhancement,normal,next-dev-1.7.x,version control
13279,Make cast method more robust,new,enhancement,normal,next-major-releases,database backend
13282,Ticket timeline events can't be filtered using a permission policy,new,defect,normal,1.7.1,ticket system
13283,"Per-realm always_{cc, bcc} options",new,enhancement,normal,next-dev-1.7.x,notification
13287,MS Outlook improvements for 1.4.1 shows only empty fields,new,defect,normal,1.6.1,general
13304,Implement code formatting and style checking tools,new,enhancement,normal,next-dev-1.7.x,general
13318,Changeset with new file links to a different revision,new,defect,normal,plugin - mercurial,plugin/mercurial
13332,Use pytidylib for HTML5 validation with jinjachecker,new,enhancement,normal,1.5.5,general
13333,Release Trac 1.6,new,task,normal,1.6,general
13349,Changesets are shown without repository name in search view,new,defect,normal,1.4.4,search system
13350,Search word not highlighting when word's length < 3,new,defect,normal,next-stable-1.4.x,search system
13358,Switch to using Github Actions from Travis CI,new,enhancement,normal,1.5.5,general
13360,setlocale is not thread-safe but it is invoked from dispatch_request on multi-thread environment,new,defect,normal,next-stable-1.4.x,web frontend
13389,Wikicreole line breaks not working in cases with colons?,new,defect,normal,,wiki system
13390,tracd with SQLite crashes when concurrently reloading configuration and sending requests,new,defect,normal,next-stable-1.4.x,web frontend
13402,Release Trac 1.5.4,new,task,normal,1.5.4,general
13406,Replace jQuery UI Timepicker,new,enhancement,normal,1.5.4,web frontend
65,Purge old versions of wiki pages,new,enhancement,low,unscheduled,admin/console
2684,Appropriate name for TRAC_TEMPLATE_VARS (TracTemplateVars),new,defect,low,next-major-releases,general
3037,Multiple bugs in trac.config,new,defect,low,next-major-releases,general
8135,"[PATCH] Prev, Query, Next links at bottom of ticket page",new,enhancement,low,next-major-releases,ticket system
8314,Dynamic Default Values,new,enhancement,low,next-major-releases,ticket system
10175,Add author in reports and add permission REPORT_MODIFY_OWN,new,enhancement,low,undecided,report system
10303,Faceted browsing in Search,new,enhancement,low,next-major-releases,search system
10547,glitch with mergeinfo (recreation of merge source shown as eligible),new,defect,low,next-stable-1.4.x,version control/browser
10620,'trac-admin changeset added' adds changeset as invalid user,new,defect,low,next-stable-1.4.x,contrib
10666,Setting fine grained permissions using AuthzPolicy does not work,new,defect,low,next-major-releases,plugin/git
10801,Can't download attached file when filename contain 'space'.,new,defect,low,next-stable-1.4.x,attachment
10812,CSS conflict for .cp class in changeset view,new,defect,low,next-stable-1.4.x,version control/changeset view
10917,check semi-automatic bug reporting for plugins,new,defect,low,next-major-releases,general
11013,Unable to hotcopy SQLite database on Windows if >1Gb,new,defect,low,next-major-releases,admin/console
11044,Include Mercurial support in Trac distribution,new,enhancement,low,plugin - mercurial,plugin/mercurial
11268,Obfuscation of email address is not performed on search results,new,defect,low,unscheduled,search system
11304,Cannot link a attachment with the name started with a hash character,new,defect,low,next-stable-1.4.x,attachment
11759,TypeError raises when non existent comment of ticket is modified,new,defect,low,next-stable-1.4.x,ticket system
11816,Some comment TracLinks are incorrectly displayed as missing,new,defect,low,next-major-releases,wiki system
11977,Attachment title in search results does not render closed ticket with strikethrough,new,defect,low,next-major-releases,attachment
12238,InterWiki prefix with http works with more symbols then links defined without http,new,defect,low,next-stable-1.4.x,rendering
12367,Error message with untranslated text when removing no selected items,new,defect,low,next-stable-1.4.x,ticket system
12380,No scrolling on repository browser with j/k keys,new,defect,low,next-stable-1.4.x,version control/browser
12413,support for git-lfs and git-annex,new,enhancement,low,unscheduled,plugin/git
12459,"Milestone edit page says 'retargeted to milestone ""None""' (None milestone is missing)",new,defect,low,next-stable-1.4.x,general
12984,Incorrect placement of line breaks inside HTML <pre> tags,new,defect,low,,wiki system
13101,Unified diff in git format?,new,enhancement,low,next-major-releases,version control/changeset view
13223,"""All Tickets Reported by Me"" should mention if a ticket is open or closed",new,enhancement,low,next-major-releases,ticket system
13346,Styling issue on search.css,new,enhancement,low,next-stable-1.4.x,search system
13414,Support PyPy,new,enhancement,low,undecided,general
11232,The favicon could show the status of the page,new,enhancement,lowest,unscheduled,rendering
12774,Separator line is shown twice,new,defect,lowest,next-major-releases,notification
